IDcyclist,gene_sz_lastname,gene_sz_firstname,gene_sz_firstlastname,fkIDteam,fkIDregion,fkIDcontract,fkIDprevcontract,fkIDnextcontract,gene_sz_photo,gene_i_birthdate,gene_f_popularity,gene_f_popularity_max,value_i_rank_voted,value_f_potentiel,value_f_current_ability,current_f_stage_score,fkIDrace,fkIDlaststage,fkIDcyclist_state,fkIDtype_rider,fkIDinjury,fkIDtga_skin,gene_i_size,gene_i_weight,prerace_i_cyclist,race_b_withdrawal,fkIDstaff_trainer,charac_i_plain,limit_i_plain,charac_i_mountain,limit_i_mountain,charac_i_medium_mountain,limit_i_medium_mountain,charac_i_downhilling,limit_i_downhilling,charac_i_cobble,limit_i_cobble,charac_i_timetrial,limit_i_timetrial,charac_i_prologue,limit_i_prologue,charac_i_sprint,limit_i_sprint,charac_i_acceleration,limit_i_acceleration,charac_i_endurance,limit_i_endurance,charac_i_resistance,limit_i_resistance,charac_i_recuperation,limit_i_recuperation,charac_i_hill,limit_i_hill,charac_i_baroudeur,limit_i_baroudeur,charac_bitfield_mental,charac_i_tour,charac_i_classic,fitness_i_handicap,gene_b_will_retire,fkIDtraining_camp,gene_i_dossard,gene_i_champion_bit,gene_b_nominated,CONSTANT,gene_sz_soundname,fkIDstate_roster,gene_b_inshortlist,gene_i_date_last_breakaway,gene_i_date_last_punchers,gene_ilist_fkIDfavorite_races,fkIDworkplan,bit_i_contrat_preference,value_f_capital,gene_i_ptmap,fkIDyear_progression,value_f_gain,value_i_trainingstyle,fkIDcontract_preference_preset,iContract_fidelity,iContract_refusal_cooldown,value_i_knowledge,fkIDcyclist_leader,value_i_yearneopro,gene_i_nb_total_victory,gene_i_nb_tdf,gene_i_nb_giro,gene_i_nb_vuelta,gene_i_nb_sanremo,gene_i_nb_flandres,gene_i_nb_roubaix,gene_i_nb_liege,gene_i_nb_lombardia
6806,Côté,Pier-André,Côté P.A.,42,2201,0,0,0,pacote,19970424,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,183,0,0,0,0,74,0,61,0,66,0,64,0,64,0,70,0,65,0,68,0,73,0,69,0,68,0,66,0,70,0,67,0,0,0,0,0,0,0,0,3,0,,Cote_Pier-Andre,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2019,3,0,0,1,1,0,0,0,0
6807,Carvalho,Andre,Carvalho A.,119,2901,0,0,0,acarvalho,19971031,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,181,66,0,0,0,69,0,60,0,65,0,69,0,66,0,63,0,63,0,66,0,68,0,65,0,64,0,65,0,69,0,64,0,0,0,0,0,0,0,0,0,0,,Carvalho_Andre,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2019,0,0,0,1,0,2,2,0,0
6808,Holowesko,Liam,Holowesko L.,119,11901,0,0,0,,20000901,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,60,0,62,0,67,0,58,0,63,0,64,0,57,0,60,0,57,0,56,0,55,0,63,0,60,0,0,0,0,0,0,0,0,0,0,,Holowesko_Liam,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6809,Quinn,Sean,Quinn S.,5,601,0,0,0,squinn,20000510,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,186,67,0,0,0,70,0,70,81,72,0,72,0,68,71,65,78,66,0,69,0,71,0,70,0,69,0,68,81,73,79,68,0,0,2,2,0,0,0,0,2,0,,Quinn_Sean,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2019,2,1,0,2,0,0,0,0,1
6811,Vermaerke,Kevin,Vermaerke K.,16,601,0,0,0,kvermaerke,20001016,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,179,67,0,0,0,70,0,73,0,75,0,73,0,64,0,65,0,65,0,64,0,70,0,69,0,69,0,71,0,75,0,74,0,0,3,2,0,0,0,0,0,0,,Vermaerke_Kevin,0,0,0,0,(25),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2019,0,2,1,1,4,2,0,5,3
6812,Chia,Luis Carlos,Chia L.C.,119,1101,0,0,0,,19970218,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,60,0,62,0,65,0,58,0,57,0,60,0,66,0,66,0,59,0,57,0,56,0,63,0,58,0,0,0,0,0,0,0,0,0,0,,Chia_Luis-Carlos,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6815,Saenz,Nicolas,Saenz N.,119,1101,0,0,0,,19970807,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,68,0,67,0,67,0,54,0,59,0,60,0,56,0,60,0,60,0,62,0,65,0,65,0,60,0,0,0,0,0,0,0,0,0,0,,Saenz_Nicolas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6818,Niuman,Dominik,Niuman D.,163,3301,0,0,0,,19951023,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,181,72,0,0,0,68,0,63,0,65,0,67,0,59,0,62,0,62,0,69,0,67,0,63,0,62,0,66,0,66,0,67,0,0,0,0,0,0,0,0,0,0,,Neuman_Dominik,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6820,Soto,Antonio Jesús,Soto A.J.,70,816,0,0,0,ajsoto,19941224,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,175,66,0,0,0,70,0,63,0,66,0,72,0,69,0,67,0,67,0,70,0,69,0,65,0,67,0,70,0,68,0,74,0,0,0,0,0,0,0,0,0,0,,Soto_Antonio-Jesus,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2020,1,0,0,2,0,0,0,0,0
6825,Koster,Adne,Koster A.,119,501,0,0,0,,20000824,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,68,0,54,0,59,0,66,0,62,0,60,0,60,0,63,0,64,0,61,0,60,0,58,0,63,0,67,0,0,0,0,0,0,0,0,0,0,,Koster_Adne,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6831,Lewis,Adam,Lewis A.,119,1801,0,0,0,alewis,19950821,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,68,0,59,0,62,0,66,0,64,0,63,0,64,0,64,0,65,0,61,0,60,0,62,0,64,0,68,0,0,0,0,0,0,0,0,0,0,,Lewis_Adam,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6838,Sweeny,Harry,Sweeny H.,5,2001,0,0,0,hsweeny,19980709,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,186,75,0,0,0,74,0,69,0,74,0,68,0,70,0,72,0,71,0,64,0,66,0,70,0,68,0,69,0,74,0,75,0,0,4,3,0,0,0,0,0,0,,Sweeny_Harry,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2021,0,2,0,2,2,2,2,3,1
6845,Conca,Filippo,Conca F.,20,204,0,0,0,fconca,19980922,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,191,77,0,0,0,66,0,69,0,70,0,68,0,58,0,60,0,61,0,59,0,64,0,63,0,65,0,67,0,71,0,70,0,0,0,0,0,0,0,0,128,0,,Conca_Filippo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2021,1,0,0,1,1,0,0,0,1
6852,Bregnhøj,Mathias,Bregnhøj M.,168,1001,0,0,0,mbregnhoj,19951111,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,180,63,0,0,0,72,0,70,0,72,0,70,0,67,0,65,0,66,0,60,0,60,0,68,0,68,0,69,0,73,0,66,0,0,0,0,0,0,0,0,0,0,,Bregnhoj_Mathias,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6853,Hanssing,Jeppe,Hanssing J.,119,1001,0,0,0,jhanssing,19981120,0.0,0.0,0,0.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,61,0,62,0,68,0,60,0,60,0,61,0,58,0,60,0,59,0,59,0,56,0,63,0,64,0,0,0,0,0,0,0,0,0,0,,Hanssing_Jeppe,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6854,Kaspersen,Thomas Rald,Kaspersen T.R.,119,1001,0,0,0,trkaspersen,20000704,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,60,0,63,0,61,0,58,0,64,0,65,0,56,0,57,0,58,0,60,0,65,0,65,0,64,0,0,0,0,0,0,0,0,0,0,,Kaspersen_Thomas-Rald,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6855,Lisson,Christoffer,Lisson C.,119,1001,0,0,0,clisson,19951128,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,193,73,0,0,0,69,0,57,0,62,0,67,0,63,0,64,0,64,0,64,0,66,0,62,0,61,0,64,0,67,0,62,0,0,0,0,0,0,0,0,0,0,,Lisson_Christoffer,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6857,Madsen,Martin Toft,Madsen M.T.,161,1001,0,0,0,mtmadsen,19850220,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,184,67,0,0,0,70,0,62,0,64,0,68,0,62,0,71,0,71,0,55,0,56,0,60,0,64,0,67,0,64,0,66,0,0,0,0,0,0,0,0,1,0,,Madsen_Martin-Toft,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
6858,Matz,Mathias Bundsgaard,Matz M.B.,119,1001,0,0,0,mbmatz,19980709,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,58,0,61,0,66,0,60,0,63,0,63,0,59,0,61,0,59,0,58,0,57,0,64,0,68,0,0,0,0,0,0,0,0,0,0,,Matz_Mathias-Bundsgaard,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6861,Toudal,Emil,Toudal E.,119,1001,0,0,0,etoudal,19960528,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,187,72,0,0,0,72,0,63,0,67,0,70,0,64,0,62,0,64,0,63,0,65,0,65,0,66,0,69,0,70,0,62,0,0,0,0,0,0,0,0,0,0,,Toudal_Emil,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6862,Compos,Francisco,Compos F.,38,2901,0,0,0,,19971010,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,169,60,0,0,0,68,0,61,0,63,0,69,0,63,0,59,0,60,0,70,0,70,0,64,0,64,0,68,0,68,0,64,0,0,0,0,0,0,0,0,0,0,,Campos_Francisco,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6864,Weemaes,Sasha,Weemaes S.,119,402,0,0,0,sweemaes,19980209,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,177,73,0,0,0,69,0,55,0,61,0,68,0,68,0,63,0,64,0,70,0,70,0,64,0,65,0,66,0,65,0,60,0,0,0,0,0,0,0,0,0,0,,Weemaes_Sasha,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2018,1,0,0,0,0,0,1,0,0
6867,Irvine,Declan,Irvine D.,123,2001,0,0,0,dirvine,19990311,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,178,75,0,0,0,65,0,58,0,63,0,67,0,58,0,56,0,57,0,59,0,55,0,62,0,63,0,62,0,65,0,68,0,0,0,0,0,0,0,0,0,0,,Irvine_Declan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6870,Arnes,Daniel,Arnes D.,59,3501,0,0,0,darnes,20000606,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,184,80,0,0,0,72,0,57,0,64,0,68,0,67,0,67,0,65,0,66,0,65,0,63,0,61,0,60,0,67,0,70,0,0,0,0,0,0,0,0,0,0,,Arnes_Daniel,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6872,Wærenskjold,Søren,Wærenskjold S.,99,3501,0,0,0,swaerenskjold,20000312,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,195,80,0,0,0,77,0,58,0,67,0,73,0,76,0,76,0,78,0,77,0,74,0,77,0,76,0,66,0,75,0,64,0,0,2,4,0,0,0,0,1,0,,Waerenskjold_Soren,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2021,18,3,0,0,1,2,4,0,0
6874,Oldani,Stefano,Oldani S.,35,204,0,0,0,soldani,19980110,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,178,64,0,0,0,70,0,64,0,71,0,70,0,69,0,67,0,67,0,72,0,75,0,70,0,70,0,68,0,74,0,59,0,0,0,0,0,0,0,0,0,0,,Oldani_Stefano,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2020,1,0,6,0,2,0,0,0,4
6877,Viegas,Daniel,Viegas D.,119,2901,0,0,0,dviegas,19980105,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,186,70,0,0,0,68,0,61,0,63,0,72,0,64,0,63,0,63,0,61,0,66,0,63,0,61,0,61,0,65,0,70,0,0,0,0,0,0,0,0,0,0,,Viegas_Daniel,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,0,0
6879,Kluckers,Arthur,Kluckers A.,125,1901,0,0,0,akluckers,20000315,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,191,71,0,0,0,72,0,65,0,67,0,73,0,67,0,72,0,73,0,62,0,64,0,67,0,66,0,67,0,71,0,67,0,0,0,0,0,0,0,0,129,0,,Kluckers_Arthur,0,0,0,0,(87),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,2
6880,Heiderscheid,Colin,Heiderscheid C.,119,1901,0,0,0,cheiderscheid,19980128,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,180,73,0,0,0,70,0,56,0,61,0,71,0,66,0,62,0,62,0,69,0,69,0,63,0,64,0,65,0,66,0,60,0,0,0,0,0,0,0,0,2,0,,Heiderscheid_Colin,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6884,Bockelmann,Luca,Bockelmann L.,119,701,0,0,0,lbockelmann,20000617,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,180,67,0,0,0,68,0,57,0,59,0,62,0,60,0,59,0,59,0,60,0,65,0,59,0,59,0,58,0,61,0,56,0,0,0,0,0,0,0,0,0,0,,Bockelmann_Luca,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6889,Werner,Franz,Werner F.,119,701,0,0,0,fwerner,20000426,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,179,71,0,0,0,66,0,58,0,61,0,64,0,60,0,58,0,58,0,56,0,64,0,60,0,55,0,57,0,64,0,56,0,0,0,0,0,0,0,0,0,0,,Werner_Franz,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6892,Antunes,Tiago,Antunes T.,119,2901,0,0,0,tantunes,19970409,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,171,55,0,0,0,64,0,66,0,66,0,66,0,55,0,59,0,59,0,56,0,62,0,61,0,60,0,62,0,66,0,72,0,0,0,0,0,0,0,0,0,0,,Antunes_Tiago,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6894,Rasch,Jesper,Rasch J.,119,508,0,0,0,jrasch,19980322,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,178,71,0,0,0,70,0,55,0,59,0,66,0,66,0,58,0,60,0,72,0,71,0,64,0,65,0,64,0,64,0,62,0,0,0,0,0,0,0,0,0,0,,Rasch_Jesper,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2021,1,0,0,0,0,0,0,0,0
6895,Peák,Barnabás,Peák B.,103,4001,0,0,0,bpeak,19981129,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,183,74,0,0,0,68,0,60,0,64,0,74,0,67,0,64,0,64,0,66,0,64,0,63,0,63,0,64,0,67,0,72,0,0,0,0,0,0,0,0,1,0,,Peak_Barnabas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2020,4,0,1,0,0,0,1,1,0
6896,Groves,Kaden,Groves K.,37,2001,0,0,0,kgroves,19981223,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,176,76,0,0,0,74,0,64,0,68,0,73,0,71,0,64,0,72,0,80,0,79,0,73,0,73,0,75,0,74,0,62,0,0,4,2,0,0,0,0,0,0,,Groves_Kaden,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2019,21,1,3,3,1,1,1,0,0
6897,Dainese,Alberto,Dainese A.,10,206,0,0,0,adainese,19980325,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,177,72,0,0,0,73,0,60,0,65,0,70,0,70,0,61,0,61,0,76,0,76,0,70,0,73,0,72,0,70,0,65,0,0,4,3,0,0,0,0,0,0,,Dainese_Alberto,0,0,0,0,"(135,25)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2020,7,2,3,2,0,1,1,0,0
6899,Marsman,Tim,Marsman T.,37,504,0,0,0,tmarsman,20001004,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,190,74,0,0,0,73,0,61,0,64,0,68,0,67,0,69,0,70,0,68,0,68,0,66,0,65,0,65,0,68,0,64,0,0,0,0,0,0,0,0,0,0,,Marsman_Tim,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,Bialiauski,Vasili,Bialiauski V.,119,4301,0,0,0,vbialiauski,19951221,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,63,0,67,0,68,0,64,0,57,0,58,0,60,0,56,0,61,0,60,0,64,0,65,0,69,0,64,0,0,0,0,0,0,0,0,0,0,,Bialiauski_Vasili,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6902,Loohuis,Lars,Loohuis L.,119,509,0,0,0,lloohuis,20001004,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,68,0,56,0,58,0,68,0,64,0,58,0,59,0,61,0,61,0,64,0,64,0,65,0,64,0,55,0,0,0,0,0,0,0,0,0,0,,Loohuis_Lars,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,Pluimers,Rick,Pluimers R.,125,509,0,0,0,rpluimers,20001207,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,179,67,0,0,0,72,0,61,0,70,0,74,0,72,0,66,0,66,0,75,0,75,0,71,0,74,0,67,0,76,0,60,0,0,0,0,0,0,0,0,0,0,,Pluimers_Rick,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0
6907,Nunes,Hugo,Nunes H.,119,2901,0,0,0,,19961117,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,171,58,0,0,0,62,0,63,0,65,0,68,0,56,0,58,0,60,0,58,0,62,0,60,0,63,0,66,0,66,0,67,0,0,0,0,0,0,0,0,0,0,,Nunes_Hugo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6909,Solva,Afonso,Solva A.,38,2901,0,0,0,,20000322,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,68,0,70,0,65,0,59,0,64,0,63,0,60,0,62,0,65,0,65,0,69,0,70,0,58,0,0,0,0,0,0,0,0,0,0,,Silva_Afonso,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6910,Van Niekerk,Morne,Van Niekerk M.,68,3601,0,0,0,mvanniekerk,19950817,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,178,64,0,0,0,68,0,59,0,63,0,63,0,65,0,64,0,63,0,66,0,68,0,62,0,61,0,65,0,66,0,57,0,0,0,0,0,0,0,0,0,0,,Van-Niekerk_Morne,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6912,Hjemsaeter,Olav,Hjemsaeter O.,119,3501,0,0,0,ohjemsaeter,19991226,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,70,0,56,0,60,0,70,0,66,0,63,0,63,0,68,0,68,0,65,0,64,0,66,0,63,0,60,0,0,0,0,0,0,0,0,0,0,,Hjemsaeter_Olav,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6913,Heiduk,Kim,Heiduk K.,2,701,0,0,0,kheiduk,20000303,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,184,70,0,0,0,74,0,59,0,65,0,67,0,73,0,64,0,66,0,74,0,73,0,69,0,70,0,67,0,71,0,60,0,0,0,0,0,0,0,0,0,0,,Heiduk_Kim,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2022,0,0,1,2,1,2,2,0,0
6915,Märkl,Lukas,Märkl L.,119,701,0,0,0,,20000829,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,61,0,58,0,60,0,64,0,54,0,57,0,58,0,58,0,62,0,54,0,57,0,57,0,61,0,59,0,0,0,0,0,0,0,0,0,0,,Markl_Lukas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6916,Rasmann,Frederik,Rasmann F.,119,715,0,0,0,,20000309,0.0,0.0,0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,57,0,58,0,66,0,59,0,57,0,58,0,55,0,55,0,56,0,57,0,56,0,59,0,61,0,0,0,0,0,0,0,0,0,0,,Rasmann_Frederik,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6919,Valvasori,Larry,Valvasori L.,119,1901,0,0,0,lvalvasori,19960530,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,63,0,65,0,65,0,59,0,57,0,56,0,57,0,54,0,55,0,57,0,56,0,58,0,65,0,62,0,0,0,0,0,0,0,0,0,0,,Valvasori_Larry,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6920,Engelhardt,Felix,Engelhardt F.,20,702,0,0,0,fengelhardt,20000819,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,180,68,0,0,0,68,0,70,0,74,0,70,0,63,0,63,0,63,0,67,0,71,0,69,0,71,0,68,0,75,0,64,0,0,3,2,0,0,0,0,0,0,,Engelhardt_Felix,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2023,3,0,1,2,1,0,0,0,0
6924,Urianstad,Martin,Urianstad M.,99,3501,0,0,0,murianstad,19990206,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,175,61,0,0,0,67,0,60,0,64,0,67,0,65,0,64,0,65,0,66,0,68,0,66,0,66,0,65,0,66,0,70,0,0,0,0,0,0,0,0,0,0,,Urianstad_Martin,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2020,0,0,0,0,0,1,0,2,1
6926,Hvideberg,Jonas Iversby,Hvideberg J.I.,99,3501,0,0,0,jihvideberg,19990209,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,185,76,0,0,0,68,0,58,0,63,0,67,0,67,0,62,0,63,0,60,0,60,0,65,0,64,0,66,0,67,0,68,0,0,0,0,0,0,0,0,0,0,,Hvideberg_Jonas-Iversby,0,0,0,0,(4),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2020,0,0,1,1,1,0,0,0,1
6934,Eyskens,Jeroen,Eyskens J.,119,402,0,0,0,,19930404,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,180,67,0,0,0,67,0,60,0,63,0,71,0,65,0,59,0,59,0,62,0,62,0,64,0,63,0,65,0,66,0,64,0,0,0,0,0,0,0,0,0,0,,Eyskens_Jeroen,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6938,Steininger,Fabian,Steininger F.,119,3701,0,0,0,,20000912,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,176,62,0,0,0,62,0,57,0,60,0,65,0,60,0,59,0,60,0,63,0,64,0,57,0,59,0,56,0,63,0,58,0,0,0,0,0,0,0,0,0,0,,Steininger_Fabian,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939,Wollenberg,Tim,Wollenberg T.,119,702,0,0,0,,20000217,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,180,66,0,0,0,63,0,56,0,59,0,68,0,62,0,60,0,59,0,61,0,61,0,58,0,57,0,60,0,61,0,64,0,0,0,0,0,0,0,0,0,0,,Wollenberg_Tim,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6955,Takeyama,Kosuke,Takeyama K.,119,2101,0,0,0,ktakeyama,19971122,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,165,58,0,0,0,64,0,59,0,61,0,64,0,56,0,56,0,57,0,67,0,68,0,61,0,59,0,61,0,62,0,58,0,0,0,0,0,0,0,0,0,0,,Takeyama_Kosuke,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6967,Martingil,Cesar,Martingil C.,119,2901,0,0,0,,19950110,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,172,68,0,0,0,67,0,60,0,63,0,70,0,61,0,63,0,65,0,69,0,71,0,63,0,64,0,62,0,66,0,60,0,0,0,0,0,0,0,0,0,0,,Martingil_Cesar,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
